Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Disease	CDKN2AIP	0.059956592	0.003779592
Disease	CHEK1	0.087233581	0.003779592
Disease	CREBBP	0.072858811	0.003779592
Disease	CTSC	0.078813352	0.003779592
Disease	DNA2	0.062943475	0.003779592
Disease	DNAJA1	0.071248691	0.003779592
Disease	EDF1	0.090867478	0.003779592
Disease	EIF3I	0.130360339	0.003779592
Disease	EP300	0.062189655	0.003779592
Disease	ERAL1	0.154915695	0.003779592
Disease	GART	0.087101761	0.003779592
Disease	HDAC3	0.096466846	0.003779592
Disease	HSPA9	0.137817334	0.003779592
Disease	IGBP1	0.113820089	0.003779592
Disease	KIF2C	0.145834055	0.003779592
Disease	KPNA3	0.081597659	0.003779592
Disease	LETMD1	0.083165551	0.003779592
Disease	NCOR1	0.164452899	0.003779592
Disease	NCOR2	0.125015654	0.003779592
Disease	NUP107	0.121860872	0.003779592
Disease	NUP210	0.087356029	0.003779592
Disease	PA2G4	0.07996659	0.003779592
Disease	PGLS	0.116418304	0.003779592
Disease	PPP2CA	0.099946223	0.003779592
Disease	PPP2R2A	0.059771788	0.003779592
Disease	RAB1A	0.125574422	0.003779592
Disease	RAB4A	0.093162246	0.003779592
Disease	RABEP1	0.079986479	0.003779592
Disease	RANBP1	0.126258697	0.003779592
Disease	RANGAP1	0.090984471	0.003779592
Disease	RBBP8	0.064969927	0.003779592
Disease	SHMT2	0.181015552	0.003779592
Disease	SND1	0.085353606	0.003779592
Disease	UBE2G1	0.060120789	0.003779592
Disease	VCP	0.117618203	0.003779592
Disease	VPS51	0.078992822	0.003779592
Disease	AAAS	0.058622564	0.003779592
Disease	APEX1	0.097445149	0.003779592
Disease	BANF1	0.107306287	0.003779592
Disease	CHMP4B	0.060367996	0.003779592
Disease	DDX19B	0.051452391	0.003779592
Disease	MRE11	0.064467342	0.003779592
Disease	MSH2	0.096945154	0.003779592
Disease	MSH6	0.075046087	0.003779592
Disease	MYC	0.050329096	0.003779592
Disease	NBN	0.058745853	0.003779592
Disease	NDC1	0.056488878	0.003779592
Disease	NOLC1	0.07825478	0.003779592
Disease	NUP153	0.067553132	0.003779592
Disease	NUP214	0.08314982	0.003779592
Disease	NUP54	0.079255139	0.003779592
Disease	NUP58	0.092956303	0.003779592
Disease	NUP93	0.066989519	0.003779592
Disease	NUP98	0.079817363	0.003779592
Disease	PMS1	0.061105504	0.003779592
Disease	PPP1CC	0.148427339	0.003779592
Disease	PRKDC	0.1631843	0.003779592
Disease	RAE1	0.063579994	0.003779592
Disease	RFC2	0.100382287	0.003779592
Disease	RPA1	0.158897594	0.003779592
Disease	SH3GLB1	0.102606353	0.003779592
Disease	SMC4	0.211290329	0.003779592
Disease	SNAPC5	0.06109426	0.003779592
Disease	STRAP	0.111884198	0.003779592
Disease	TOPBP1	0.110621338	0.003779592
Disease	TPR	0.106805636	0.003779592
Disease	XRCC5	0.099417156	0.003779592
Disease	ANAPC5	0.097616521	0.003779592
Disease	AURKA	0.114502824	0.003779592
Disease	BARD1	0.061997257	0.003779592
Disease	BLM	0.094714189	0.003779592
Disease	BRCA1	0.14162797	0.003779592
Disease	BRCA2	0.137826719	0.003779592
Disease	CAP1	0.13671443	0.003779592
Disease	CCNA2	0.154043538	0.003779592
Disease	CCNB1	0.173071562	0.003779592
Disease	CCNB2	0.165295195	0.003779592
Disease	CCND3	0.147273984	0.003779592
Disease	CDC6	0.05313041	0.003779592
Disease	CDK6	0.050124318	0.003779592
Disease	CHAF1A	0.072419921	0.003779592
Disease	CHTF8	0.069514448	0.003779592
Disease	CKS2	0.233931977	0.003779592
Disease	DSCC1	0.054685765	0.003779592
Disease	E2F7	0.060243077	0.003779592
Disease	E2F8	0.05144064	0.003779592
Disease	EXO1	0.098497668	0.003779592
Disease	FEN1	0.12785971	0.003779592
Disease	KIF18A	0.082188396	0.003779592
Disease	KPNA2	0.185995686	0.003779592
Disease	PCNA	0.265865393	0.003779592
Disease	PDLIM1	0.18394742	0.003779592
Disease	POLD1	0.056567782	0.003779592
Disease	POU2F1	0.060572437	0.003779592
Disease	RAD51	0.105731784	0.003779592
Disease	RAD54L	0.071190719	0.003779592
Disease	RFC1	0.099326702	0.003779592
Disease	RFC4	0.095506579	0.003779592
Disease	RFC5	0.06410022	0.003779592
Disease	RMI2	0.137919264	0.003779592
Disease	RPA2	0.129558319	0.003779592
Disease	RPA3	0.145888495	0.003779592
Disease	RRM1	0.144873076	0.003779592
Disease	TERF2IP	0.082625928	0.003779592
Disease	TIMELESS	0.127228207	0.003779592
Disease	TP53BP1	0.056836557	0.003779592
Disease	TRIM24	0.07993735	0.003779592
Disease	XRCC1	0.075368316	0.003779592
Disease	XRCC6	0.110126948	0.003779592
Disease	AGTRAP	0.052991479	0.003779592
Disease	AKAP9	0.074719141	0.003779592
Disease	AP1G1	0.05959164	0.003779592
Disease	AP1S2	0.092363698	0.003779592
Disease	AP2S1	0.203177053	0.003779592
Disease	APLP2	0.07204818	0.003779592
Disease	ARF1	0.137128386	0.003779592
Disease	ATM	0.06048201	0.003779592
Disease	ATRX	0.11947537	0.003779592
Disease	BCL2L1	0.151697454	0.003779592
Disease	BCL2L11	0.157652172	0.003779592
Disease	BRIP1	0.089440361	0.003779592
Disease	CHKB	0.065254163	0.003779592
Disease	CLSPN	0.095552885	0.003779592
Disease	CYREN	0.105592976	0.003779592
Disease	DUSP22	0.066519439	0.003779592
Disease	EMC6	0.113364365	0.003779592
Disease	EMD	0.103891945	0.003779592
Disease	ERCC1	0.054877952	0.003779592
Disease	ERCC3	0.054820069	0.003779592
Disease	ERCC5	0.063837739	0.003779592
Disease	ETV6	0.11272315	0.003779592
Disease	FKBP5	0.076375369	0.003779592
Disease	GGA2	0.066521988	0.003779592
Disease	GLG1	0.087976823	0.003779592
Disease	GTF2B	0.088302271	0.003779592
Disease	GTF2F2	0.071761361	0.003779592
Disease	HIPK3	0.05643118	0.003779592
Disease	HSP90AA1	0.074866951	0.003779592
Disease	HSPA4	0.082204316	0.003779592
Disease	HSPB1	0.087585202	0.003779592
Disease	HTRA2	0.051993201	0.003779592
Disease	IPO7	0.112691043	0.003779592
Disease	IQSEC1	0.068131407	0.003779592
Disease	KPNA1	0.067081054	0.003779592
Disease	KPNB1	0.14984377	0.003779592
Disease	LGALS1	0.334663433	0.003779592
Disease	LGALS9	0.086898426	0.003779592
Disease	LMNA	0.251090802	0.003779592
Disease	M6PR	0.139629609	0.003779592
Disease	METAP1	0.065756019	0.003779592
Disease	MLH1	0.092174045	0.003779592
Disease	MRTFA	0.059185404	0.003779592
Disease	MSH3	0.081051314	0.003779592
Disease	NCOA2	0.051211258	0.003779592
Disease	NF1	0.075158237	0.003779592
Disease	NPC2	0.090266454	0.003779592
Disease	PAPSS1	0.105640769	0.003779592
Disease	PCBD1	0.126660291	0.003779592
Disease	PHACTR1	0.059024396	0.003779592
Disease	PMS2	0.059152982	0.003779592
Disease	PPP2R1A	0.115395894	0.003779592
Disease	PPP2R5C	0.093622698	0.003779592
Disease	PPP2R5E	0.099553387	0.003779592
Disease	PRRC2C	0.090474364	0.003779592
Disease	PSAP	0.174032867	0.003779592
Disease	RABGAP1L	0.140141859	0.003779592
Disease	RAD1	0.065521219	0.003779592
Disease	RAD50	0.063731433	0.003779592
Disease	RAD51B	0.115092634	0.003779592
Disease	RAD51C	0.115111656	0.003779592
Disease	RHNO1	0.057972763	0.003779592
Disease	RPS6KC1	0.057679776	0.003779592
Disease	SCAI	0.052705113	0.003779592
Disease	SCLY	0.060918639	0.003779592
Disease	SCYL2	0.07083284	0.003779592
Disease	SHMT1	0.064514664	0.003779592
Disease	SPRED2	0.081121886	0.003779592
Disease	TAF1	0.058853761	0.003779592
Disease	TBL1XR1	0.11625494	0.003779592
Disease	TLN1	0.114221381	0.003779592
Disease	TM9SF2	0.074143226	0.003779592
Disease	TWF2	0.148013131	0.003779592
Disease	UBE2H	0.081352386	0.003779592
Disease	USP12	0.105436329	0.003779592
Disease	UXT	0.076678681	0.003779592
Disease	XPC	0.134589383	0.003779592
Disease	YPEL5	0.071929951	0.003779592
Disease	ZNF148	0.113549754	0.003779592
Disease	ZNF292	0.081463995	0.003779592
Disease	ZNF318	0.095068152	0.003779592
Programmed Cell Death	AHNAK	0.224168727	0.003261792
Programmed Cell Death	BIRC3	0.129526612	0.003261792
Programmed Cell Death	CASP2	0.076095989	0.003261792
Programmed Cell Death	CASP3	0.114914773	0.003261792
Programmed Cell Death	CASP7	0.056358003	0.003261792
Programmed Cell Death	CASP8	0.02354913	0.003261792
Programmed Cell Death	CDCA8	0.146329192	0.003261792
Programmed Cell Death	CFLAR	0.134085081	0.003261792
Programmed Cell Death	CSNK1A1	0.143683884	0.003261792
Programmed Cell Death	EZR	0.126932596	0.003261792
Programmed Cell Death	FAS	0.07572416	0.003261792
Programmed Cell Death	FKBP8	0.095619039	0.003261792
Programmed Cell Death	KIF5B	0.113146187	0.003261792
Programmed Cell Death	MFN1	0.063701527	0.003261792
Programmed Cell Death	NFATC3	0.088177045	0.003261792
Programmed Cell Death	PTPN2	0.078487592	0.003261792
Programmed Cell Death	RHEB	0.106443931	0.003261792
Programmed Cell Death	RIPK1	0.042357493	0.003261792
Programmed Cell Death	TNFRSF10B	0.076095898	0.003261792
Programmed Cell Death	TNFSF10	-0.010522746	0.003261792
Programmed Cell Death	UBE3A	0.081951426	0.003261792
Programmed Cell Death	YWHAE	0.169660179	0.003261792
Programmed Cell Death	YWHAG	0.075542651	0.003261792
Programmed Cell Death	APOL6	0.036764624	0.003261792
Programmed Cell Death	ATXN3	0.074072651	0.003261792
Programmed Cell Death	BCL2	0.08679819	0.003261792
Programmed Cell Death	CD70	0.310169764	0.003261792
Programmed Cell Death	DAPP1	0.165033884	0.003261792
Programmed Cell Death	DDA1	0.070534367	0.003261792
Programmed Cell Death	HUWE1	0.129228822	0.003261792
Programmed Cell Death	MCL1	0.079537833	0.003261792
Programmed Cell Death	PMAIP1	0.088395569	0.003261792
Programmed Cell Death	PSMA1	0.079628042	0.003261792
Programmed Cell Death	PSMA4	0.081997414	0.003261792
Programmed Cell Death	PSMB8	0.107539234	0.003261792
Programmed Cell Death	PSMC1	0.054927709	0.003261792
Programmed Cell Death	PSMC2	0.072974588	0.003261792
Programmed Cell Death	PSMC3	0.09909875	0.003261792
Programmed Cell Death	PSMC4	0.071960806	0.003261792
Programmed Cell Death	PSMC5	0.081394334	0.003261792
Programmed Cell Death	PSMC6	0.090922336	0.003261792
Programmed Cell Death	PSMD1	0.078552095	0.003261792
Programmed Cell Death	PSMD11	0.059169693	0.003261792
Programmed Cell Death	PSMD13	0.096962419	0.003261792
Programmed Cell Death	PSMD14	0.090818464	0.003261792
Programmed Cell Death	PSMD2	0.131483641	0.003261792
Programmed Cell Death	PSMD3	0.064175679	0.003261792
Programmed Cell Death	PSMD4	0.089961644	0.003261792
Programmed Cell Death	PSMD6	0.09925197	0.003261792
Programmed Cell Death	PSMD7	0.091105962	0.003261792
Programmed Cell Death	PSME2	-0.002755623	0.003261792
Programmed Cell Death	RAD23A	0.129458553	0.003261792
Programmed Cell Death	RNF10	0.083861661	0.003261792
Programmed Cell Death	TNFRSF14	0.058692857	0.003261792
Programmed Cell Death	UBB	0.111906441	0.003261792
Programmed Cell Death	UBC	0.094642904	0.003261792
Programmed Cell Death	UBE2V1	0.098794419	0.003261792
Programmed Cell Death	XAF1	0.021872743	0.003261792
Programmed Cell Death	YWHAQ	0.14504365	0.003261792
Programmed Cell Death	DCAF11	0.054052428	0.003261792
Programmed Cell Death	DCAF7	0.13844283	0.003261792
Programmed Cell Death	DDB1	0.132606199	0.003261792
Programmed Cell Death	FAF1	0.083087215	0.003261792
Programmed Cell Death	PSMG2	0.149511328	0.003261792
Programmed Cell Death	RAB13	0.14345802	0.003261792
Programmed Cell Death	RAD23B	0.111733928	0.003261792
Programmed Cell Death	VIRMA	0.064891484	0.003261792
Programmed Cell Death	YWHAH	0.189363162	0.003261792
Programmed Cell Death	CASP8AP2	0.065319148	0.003261792
Programmed Cell Death	BAD	0.061331567	0.003261792
Programmed Cell Death	CCNB1	0.173071562	0.003261792
Programmed Cell Death	CCNB2	0.165295195	0.003261792
Programmed Cell Death	HMGB2	0.286146277	0.003261792
Programmed Cell Death	TTF2	0.143679941	0.003261792
Programmed Cell Death	YWHAB	0.105917816	0.003261792
Programmed Cell Death	YWHAZ	0.098991189	0.003261792
Programmed Cell Death	BCL2L1	0.151697454	0.003261792
Programmed Cell Death	BCL2L11	0.157652172	0.003261792
Programmed Cell Death	HTRA2	0.051993201	0.003261792
Programmed Cell Death	TAF1	0.058853761	0.003261792
Programmed Cell Death	APAF1	0.067723262	0.003261792
Programmed Cell Death	HTT	0.141049032	0.003261792
Programmed Cell Death	NSD1	0.130096953	0.003261792
Programmed Cell Death	AK2	0.055310443	0.003261792
Programmed Cell Death	AKR1B1	0.170991299	0.003261792
Programmed Cell Death	BNIP3	0.119236239	0.003261792
Programmed Cell Death	KIF22	0.16861545	0.003261792
Programmed Cell Death	BID	0.15255245	0.003261792
Programmed Cell Death	PRKCE	0.15033973	0.003261792
Programmed Cell Death	RIOK3	0.10112598	0.003261792
DNA Repair	CUL5	0.06683166	0.002140113
DNA Repair	EWSR1	0.068364281	0.002140113
DNA Repair	EYA3	0.064215241	0.002140113
DNA Repair	FMNL1	0.101996005	0.002140113
DNA Repair	HPRT1	0.129254716	0.002140113
DNA Repair	KDM1A	0.082641226	0.002140113
DNA Repair	KDM4B	0.084731115	0.002140113
DNA Repair	NR4A3	0.051550658	0.002140113
DNA Repair	PHF21A	0.067210735	0.002140113
DNA Repair	RCOR1	0.064174958	0.002140113
DNA Repair	RCOR3	0.052576864	0.002140113
DNA Repair	REV3L	0.1372938	0.002140113
DNA Repair	SRA1	0.10907262	0.002140113
DNA Repair	SYNE2	0.090332938	0.002140113
DNA Repair	TNKS	0.078884038	0.002140113
DNA Repair	BHLHE40	0.184059263	0.002140113
DNA Repair	COPS5	0.102665504	0.002140113
DNA Repair	ELOB	0.097053068	0.002140113
DNA Repair	ELOC	0.149288065	0.002140113
DNA Repair	HERC2	0.069050238	0.002140113
DNA Repair	IFIT2	0.013701229	0.002140113
DNA Repair	IFIT3	0.007196265	0.002140113
DNA Repair	PRIM1	0.076158354	0.002140113
DNA Repair	RAD23A	0.129458553	0.002140113
DNA Repair	RFWD3	0.062401656	0.002140113
DNA Repair	RNF14	0.050071611	0.002140113
DNA Repair	RNF168	0.11148321	0.002140113
DNA Repair	RNF8	0.062578566	0.002140113
DNA Repair	SKP1	0.126102969	0.002140113
DNA Repair	TNKS2	0.068246375	0.002140113
DNA Repair	ABRAXAS1	0.05058272	0.002140113
DNA Repair	ABRAXAS2	0.064177443	0.002140113
DNA Repair	BABAM1	0.125148103	0.002140113
DNA Repair	BABAM2	0.060147295	0.002140113
DNA Repair	BRCC3	0.069725567	0.002140113
DNA Repair	CDKN2AIP	0.059956592	0.002140113
DNA Repair	CENPX	0.086919968	0.002140113
DNA Repair	CHEK1	0.087233581	0.002140113
DNA Repair	COP1	0.100664431	0.002140113
DNA Repair	CRBN	0.064801743	0.002140113
DNA Repair	CUL2	0.073987074	0.002140113
DNA Repair	CUL3	0.09514163	0.002140113
DNA Repair	DCAF11	0.054052428	0.002140113
DNA Repair	DDB1	0.132606199	0.002140113
DNA Repair	DDB2	0.203629615	0.002140113
DNA Repair	DNA2	0.062943475	0.002140113
DNA Repair	DTL	0.092820043	0.002140113
DNA Repair	FBH1	0.066240833	0.002140113
DNA Repair	HLTF	0.072029186	0.002140113
DNA Repair	MRPL39	0.101485159	0.002140113
DNA Repair	NME1	0.131807263	0.002140113
DNA Repair	NUP107	0.121860872	0.002140113
DNA Repair	PCLAF	0.289677482	0.002140113
DNA Repair	POLE4	0.10201741	0.002140113
DNA Repair	RAD23B	0.111733928	0.002140113
DNA Repair	RBBP8	0.064969927	0.002140113
DNA Repair	RBM25	0.056527129	0.002140113
DNA Repair	RBX1	0.126484615	0.002140113
DNA Repair	SAMHD1	0.05975443	0.002140113
DNA Repair	SHMT2	0.181015552	0.002140113
DNA Repair	SMC6	0.119078885	0.002140113
DNA Repair	TFAM	0.061604226	0.002140113
DNA Repair	USP1	0.141716799	0.002140113
DNA Repair	ANP32A	0.097948117	0.002140113
DNA Repair	APEX1	0.097445149	0.002140113
DNA Repair	CELF2	0.179083015	0.002140113
DNA Repair	CWC27	0.086174215	0.002140113
DNA Repair	ELAVL1	0.097585338	0.002140113
DNA Repair	FANCL	0.075955153	0.002140113
DNA Repair	GLYR1	0.081149438	0.002140113
DNA Repair	MAGOH	0.092709269	0.002140113
DNA Repair	MBD4	0.062768882	0.002140113
DNA Repair	MCM3	0.118202951	0.002140113
DNA Repair	MRE11	0.064467342	0.002140113
DNA Repair	MSH2	0.096945154	0.002140113
DNA Repair	MSH6	0.075046087	0.002140113
DNA Repair	MVP	0.082893956	0.002140113
DNA Repair	NBN	0.058745853	0.002140113
DNA Repair	PARP4	0.107103699	0.002140113
DNA Repair	PIH1D1	0.097769367	0.002140113
DNA Repair	PMS1	0.061105504	0.002140113
DNA Repair	POLD2	0.058065891	0.002140113
DNA Repair	PRKDC	0.1631843	0.002140113
DNA Repair	RFC2	0.100382287	0.002140113
DNA Repair	RPA1	0.158897594	0.002140113
DNA Repair	RUVBL1	0.072478321	0.002140113
DNA Repair	SNRPC	0.141541702	0.002140113
DNA Repair	TFB2M	0.054485868	0.002140113
DNA Repair	TOPBP1	0.110621338	0.002140113
DNA Repair	USP10	0.071995822	0.002140113
DNA Repair	XRCC5	0.099417156	0.002140113
DNA Repair	ASF1B	0.135457522	0.002140113
DNA Repair	ATAD5	0.081313089	0.002140113
DNA Repair	BARD1	0.061997257	0.002140113
DNA Repair	BLM	0.094714189	0.002140113
DNA Repair	BRCA2	0.137826719	0.002140113
DNA Repair	CDC27	0.113225715	0.002140113
DNA Repair	CENPS	0.062901823	0.002140113
DNA Repair	CHD1L	0.053816833	0.002140113
DNA Repair	CHTF8	0.069514448	0.002140113
DNA Repair	DONSON	0.067618609	0.002140113
DNA Repair	DSCC1	0.054685765	0.002140113
DNA Repair	EXO1	0.098497668	0.002140113
DNA Repair	FAAP20	0.088058928	0.002140113
DNA Repair	FANCC	0.051242656	0.002140113
DNA Repair	FANCG	0.069822267	0.002140113
DNA Repair	FANCI	0.163411394	0.002140113
DNA Repair	FEN1	0.12785971	0.002140113
DNA Repair	GINS2	0.159703027	0.002140113
DNA Repair	HMGN1	0.164200025	0.002140113
DNA Repair	KNTC1	0.087628406	0.002140113
DNA Repair	LIG1	0.10035797	0.002140113
DNA Repair	MAD2L2	0.093487428	0.002140113
DNA Repair	NSD2	0.138455418	0.002140113
DNA Repair	ORC3	0.060872677	0.002140113
DNA Repair	PCNA	0.265865393	0.002140113
DNA Repair	POLA1	0.074930912	0.002140113
DNA Repair	POLA2	0.063489513	0.002140113
DNA Repair	POLB	0.058376375	0.002140113
DNA Repair	POLD1	0.056567782	0.002140113
DNA Repair	POLD4	0.158070538	0.002140113
DNA Repair	POLH	0.109933241	0.002140113
DNA Repair	POLQ	0.129342839	0.002140113
DNA Repair	POT1	0.051114898	0.002140113
DNA Repair	PRIM2	0.098770924	0.002140113
DNA Repair	RAD51	0.105731784	0.002140113
DNA Repair	RAD54B	0.062323894	0.002140113
DNA Repair	RAD54L	0.071190719	0.002140113
DNA Repair	REV1	0.066356165	0.002140113
DNA Repair	RFC1	0.099326702	0.002140113
DNA Repair	RFC4	0.095506579	0.002140113
DNA Repair	RFC5	0.06410022	0.002140113
DNA Repair	RIF1	0.10383659	0.002140113
DNA Repair	RMI1	0.056252795	0.002140113
DNA Repair	RMI2	0.137919264	0.002140113
DNA Repair	RPA2	0.129558319	0.002140113
DNA Repair	RPA3	0.145888495	0.002140113
DNA Repair	RPAIN	0.080213576	0.002140113
DNA Repair	SET	0.132911796	0.002140113
DNA Repair	SFI1	0.076822335	0.002140113
DNA Repair	TEN1	0.069794577	0.002140113
DNA Repair	TERF2IP	0.082625928	0.002140113
DNA Repair	TIMELESS	0.127228207	0.002140113
DNA Repair	TP53BP1	0.056836557	0.002140113
DNA Repair	XRCC1	0.075368316	0.002140113
DNA Repair	XRCC6	0.110126948	0.002140113
DNA Repair	ATM	0.06048201	0.002140113
DNA Repair	BRIP1	0.089440361	0.002140113
DNA Repair	CLSPN	0.095552885	0.002140113
DNA Repair	ERCC1	0.054877952	0.002140113
DNA Repair	METAP1	0.065756019	0.002140113
DNA Repair	MLH1	0.092174045	0.002140113
DNA Repair	MSH3	0.081051314	0.002140113
DNA Repair	PMS2	0.059152982	0.002140113
DNA Repair	RAD1	0.065521219	0.002140113
DNA Repair	RAD50	0.063731433	0.002140113
DNA Repair	RAD51B	0.115092634	0.002140113
DNA Repair	RAD51C	0.115111656	0.002140113
DNA Repair	RHNO1	0.057972763	0.002140113
DNA Repair	XPC	0.134589383	0.002140113
DNA Repair	ACTL6A	0.071790806	0.002140113
DNA Repair	APTX	0.056418522	0.002140113
DNA Repair	NR1H2	0.056137463	0.002140113
DNA Repair	PARP2	0.064885106	0.002140113
DNA Repair	AZIN1	0.089668853	0.002140113
DNA Repair	CHRAC1	0.067142078	0.002140113
DNA Repair	OAZ2	0.055098468	0.002140113
DNA Repair	ABTB2	0.07262274	0.002140113
DNA Repair	APLF	0.055235566	0.002140113
DNA Repair	CCDC43	0.064861119	0.002140113
DNA Repair	CEP83	0.074409602	0.002140113
DNA Repair	CSRP1	0.057025894	0.002140113
DNA Repair	DCLRE1B	0.055905591	0.002140113
DNA Repair	MDC1	0.064731247	0.002140113
DNA Repair	PARG	0.084247391	0.002140113
